,T,Mg_e,XAn_1,XAn_2
0,844.0220976094513,253.0048000145063,15.159215784889788,-33.65964197447775
1,902.3677846815765,258.97065335571904,16.258059661661637,-38.36233039246381
2,896.5245699888451,246.27503833739343,20.074775020154675,-41.97887675169417
3,931.5633384070705,239.34495033862294,14.265421628618569,-35.39574691911012
4,874.0616513386856,259.889819724457,17.926130980421995,-39.44815535072689
5,864.504467187128,264.55562790944305,16.77558676728824,-37.41338703821689
6,893.713428471613,251.91799641216892,13.361653023564187,-34.049591034162354
7,832.244974845752,268.77234775532133,15.525506387188457,-34.80518731622644
8,840.0773835450344,253.58634341553588,17.819440334534956,-36.58492802528261
9,855.9938916006261,258.9062575141992,18.319309662977847,-38.05216626439184
10,856.5299948371573,247.53403077440475,15.699353593899218,-33.818030136710064
11,901.2808740082073,247.9265465670945,15.145706878666868,-35.35563229299614
12,881.3495286859032,251.00273203613392,15.749640346366549,-35.35684712458387
13,911.9905501245235,245.41160405629614,18.422565587381886,-40.054236781295
14,894.0691309084139,241.75760236002796,18.165965266023516,-38.18065155473361
15,913.0817217589013,247.7437682420248,18.755472079702027,-40.94579664169313
16,847.6618456443721,268.16068545095374,15.59014070304416,-35.60941889480903
17,890.4427621847071,244.86089116068058,16.865641370382434,-36.62938344465718
18,872.864923681395,258.13849518694195,18.922493246396485,-39.80664243919327
19,897.24232190198,256.33928913695456,17.92706493729793,-39.973200755694855
20,844.3754081179416,260.3791707449035,15.541323762466646,-34.24014682152254
21,869.0065069557638,255.47014315078326,18.09218508104626,-38.86737995843503
22,825.8121072824482,264.63885230963217,17.00894454740846,-35.783773202383124
23,920.5782834355217,247.1202458989552,17.81898847994014,-40.493212162020285
24,861.5310124220061,246.90963980424542,17.18859962446188,-35.77471175704134
25,890.9232307244573,251.9531127398352,14.73063667406559,-35.57581318186992
26,842.9100885252851,250.7462157045322,16.713498768783992,-34.7033054929679
27,830.3867416769681,263.1648905829702,16.79691563035669,-35.41076917125673
28,902.4603718314092,241.16452882248325,20.56988483728916,-41.9447310781904
29,846.9788680350703,266.0282832317475,15.216091040744542,-34.725557998793384
30,905.5352252656459,247.7718792170877,18.291695859576627,-39.79083702053675
31,886.8941676161851,259.5819174969274,15.997545429510899,-37.15966502439992
32,878.8412834531623,249.25272899464002,17.523885706936518,-37.99948977832239
33,896.5038520106531,260.6351942475897,15.727905082451798,-37.9841019654011
34,858.7329185965843,248.8465849132095,18.808111010103573,-37.72065483531109
35,843.6816756948722,258.55450221229984,13.93046235452044,-32.12102950791434
36,855.2576549078805,253.05812647472294,14.1252373803301,-32.35801943563544
37,844.042631468835,261.90739982196953,18.52457195195433,-38.46783529498775
38,922.7129173599153,249.3664358136764,16.911648296145085,-39.43764497802065
39,871.4391483567017,261.36077798223226,18.25994850688901,-39.4732692322881
40,866.8807868295287,263.25732665007433,17.43336276143816,-38.45431773213341
41,902.9506605683932,254.56433402616898,15.25027530105767,-36.49456219213451
42,872.3700209470614,254.78637761683095,17.692099964027022,-38.4781081256072
43,900.0973091016776,240.9365447796886,18.99057680009434,-39.75860084540889
44,858.2162341703569,260.03621000898295,17.09638787632086,-37.45459419626402
45,858.267039842643,261.94188191048414,18.77867694718002,-39.34005668781902
46,915.4703142245378,247.91647223126773,18.361767709589706,-40.80241807704109
47,910.4730941774094,245.3081394539554,18.05512039162032,-39.983736559150415
48,883.5256954486711,242.8873858529879,18.42904764069001,-38.40143144935493
49,903.2080929099011,242.5189951971959,19.46372297723754,-40.625868928241786
50,894.4002542182506,251.09592880628472,17.81424455090606,-39.50093636696812
