,Mesh,c half axis (um),Time (years),Core_Mg (ppm)
0,an743_mesh,100.0,0.0,430.0
1,an743_mesh,100.0,0.04564783685110409,429.9999442151093
2,an743_mesh,100.0,0.09129567370220817,430.0001315916114
3,an743_mesh,100.0,0.13694351055331225,430.00011602324685
4,an743_mesh,100.0,0.18259134740441635,430.00018053680503
5,an743_mesh,100.0,0.22823918425552045,430.00016191678696
6,an743_mesh,100.0,0.2738870211066245,430.00019541637386
7,an743_mesh,100.0,0.3195348579577286,430.00017809122454
8,an743_mesh,100.0,0.3651826948088327,430.0001983122514
9,an743_mesh,100.0,0.4108305316599368,430.0001822391629
10,an743_mesh,100.0,0.4564783685110409,430.00019425918737
11,an743_mesh,100.0,0.502126205362145,430.0001793335781
12,an743_mesh,100.0,0.547774042213249,430.0001858167427
13,an743_mesh,100.0,0.5934218790643532,430.0001719347773
14,an743_mesh,100.0,0.6390697159154572,430.0001744760765
15,an743_mesh,100.0,0.6847175527665613,430.0001610300883
16,an743_mesh,100.0,0.7303653896176654,430.00015906292606
17,an743_mesh,100.0,0.7760132264687696,430.00014102871705
18,an743_mesh,100.0,0.8216610633198737,430.0001228115948
19,an743_mesh,100.0,0.8673089001709777,430.00007164207886
20,an743_mesh,100.0,0.9129567370220818,429.99997926630954
21,an743_mesh,100.0,0.9586045738731859,429.9997853767843
22,an743_mesh,100.0,1.00425241072429,429.9994303299187
23,an743_mesh,100.0,1.049900247575394,429.9987907883818
24,an743_mesh,100.0,1.095548084426498,429.997717985767
25,an743_mesh,100.0,1.1411959212776022,429.9959853177471
26,an743_mesh,100.0,1.1868437581287061,429.99331817484654
27,an743_mesh,100.0,1.23249159497981,429.9893538933523
28,an743_mesh,100.0,1.278139431830914,429.9836676243871
29,an743_mesh,100.0,1.323787268682018,429.9757442109246
30,an743_mesh,100.0,1.369435105533122,429.96500250456586
31,an743_mesh,100.0,1.415082942384226,429.95077762821603
32,an743_mesh,100.0,1.46073077923533,429.9323444874482
33,an743_mesh,100.0,1.5063786160864339,429.90890818890693
34,an743_mesh,100.0,1.5520264529375378,429.8796265197112
35,an743_mesh,100.0,1.5976742897886418,429.8436061403712
36,an743_mesh,100.0,1.6433221266397458,429.7999234326477
37,an743_mesh,100.0,1.6889699634908497,429.7476243261863
38,an743_mesh,100.0,1.734617800341954,429.68574292390224
39,an743_mesh,100.0,1.7802656371930579,429.61330325624107
40,an743_mesh,100.0,1.8259134740441618,429.5293352828509
41,an743_mesh,100.0,1.8715613108952658,429.432877344354
42,an743_mesh,100.0,1.9172091477463697,429.32298937446546
43,an743_mesh,100.0,1.9628569845974737,429.1987552469216
44,an743_mesh,100.0,2.0085048214485774,429.05929324062697
45,an743_mesh,100.0,2.0541526582996816,428.9037578207284
46,an743_mesh,100.0,2.099800495150786,428.731347552156
47,an743_mesh,100.0,2.14544833200189,428.5413061028955
48,an743_mesh,100.0,2.1910961688529937,428.33292789528093
49,an743_mesh,100.0,2.236744005704098,428.10555828697613
50,an743_mesh,100.0,2.2823918425552017,427.85859729349187
51,an743_mesh,100.0,2.328039679406306,427.5914990051075
52,an743_mesh,100.0,2.3736875162574096,427.30377372110763
53,an743_mesh,100.0,2.4193353531085138,426.9949867160983
54,an743_mesh,100.0,2.4649831899596175,426.66475910880445
55,an743_mesh,100.0,2.5106310268107217,426.3127661138641
56,an743_mesh,100.0,2.5562788636618254,425.9387369359383
57,an743_mesh,100.0,2.6019267005129296,425.5424526448368
58,an743_mesh,100.0,2.647574537364034,425.1237453467894
59,an743_mesh,100.0,2.6932223742151375,424.68249581027965
60,an743_mesh,100.0,2.7388702110662417,424.2186321258511
61,an743_mesh,100.0,2.7845180479173455,423.7321271932916
62,an743_mesh,100.0,2.8301658847684497,423.2229970425973
63,an743_mesh,100.0,2.8758137216195534,422.69129827410075
64,an743_mesh,100.0,2.9214615584706576,422.13712617806135
65,an743_mesh,100.0,2.9671093953217613,421.5606122004033
66,an743_mesh,100.0,3.0127572321728655,420.9619219677063
67,an743_mesh,100.0,3.0584050690239692,420.34125283379524
68,an743_mesh,100.0,3.1040529058750734,419.69883189089404
69,an743_mesh,100.0,3.149700742726177,419.0349136370619
70,an743_mesh,100.0,3.1953485795772814,418.3497780327473
71,an743_mesh,100.0,3.2409964164283855,417.6437283162353
72,an743_mesh,100.0,3.2866442532794893,416.91708914739525
73,an743_mesh,100.0,3.3322920901305935,416.17020458783344
74,an743_mesh,100.0,3.377939926981697,415.4034363597646
75,an743_mesh,100.0,3.4235877638328014,414.61716199925854
76,an743_mesh,100.0,3.469235600683905,413.81177324735586
77,an743_mesh,100.0,3.5148834375350093,412.9876743783939
78,an743_mesh,100.0,3.560531274386113,412.14528073220947
79,an743_mesh,100.0,3.6061791112372172,411.28501721474333
80,an743_mesh,100.0,3.651826948088321,410.40731697398144
81,an743_mesh,100.0,3.697474784939425,409.51262006657527
82,an743_mesh,100.0,3.743122621790529,408.6013722756579
83,an743_mesh,100.0,3.788770458641633,407.67402393484144
84,an743_mesh,100.0,3.8344182954927373,406.7310288828468
85,an743_mesh,100.0,3.880066132343841,405.7728434347226
86,an743_mesh,100.0,3.925713969194945,404.7999254660731
87,an743_mesh,100.0,3.971361806046049,403.81273352048197
88,an743_mesh,100.0,4.017009642897153,402.811726014772
89,an743_mesh,100.0,4.062657479748257,401.79736047126255
90,an743_mesh,100.0,4.108305316599361,400.7700928347493
91,an743_mesh,100.0,4.153953153450465,399.73037681824445
92,an743_mesh,100.0,4.199600990301569,398.6786633220703
93,an743_mesh,100.0,4.245248827152673,397.6153998820244
94,an743_mesh,100.0,4.2908966640037765,396.5410301810158
95,an743_mesh,100.0,4.336544500854881,395.4559935890745
96,an743_mesh,100.0,4.382192337705986,394.3607247582306
97,an743_mesh,100.0,4.42784017455709,393.25565324438855
98,an743_mesh,100.0,4.473488011408195,392.14120317657614
99,an743_mesh,100.0,4.519135848259299,391.01779295138425
100,an743_mesh,100.0,4.564783685110403,389.88583496823674
101,an743_mesh,100.0,4.610431521961508,388.745735387811
102,an743_mesh,100.0,4.656079358812613,387.59789392557195
103,an743_mesh,100.0,4.701727195663717,386.442703666304
104,an743_mesh,100.0,4.747375032514821,385.2805509087701
105,an743_mesh,100.0,4.793022869365926,384.11181502919857
106,an743_mesh,100.0,4.83867070621703,382.93686837054236
107,an743_mesh,100.0,4.884318543068135,381.7560761484516
108,an743_mesh,100.0,4.9299663799192395,380.56979637921455
109,an743_mesh,100.0,4.975614216770343,379.3783798223935
110,an743_mesh,100.0,5.021262053621448,378.18216994211485
111,an743_mesh,100.0,5.0669098904725525,376.9815028811537
112,an743_mesh,100.0,5.112557727323657,375.77670745078825
113,an743_mesh,100.0,5.158205564174762,374.56810513168847
114,an743_mesh,100.0,5.2038534010258655,373.3560100880602
115,an743_mesh,100.0,5.24950123787697,372.1407291912149
