,Mesh,c half axis (um),Time (years),Core_Mg (ppm)
0,an743_mesh,500.0,0.0,430.0
1,an743_mesh,500.0,163.98691729143744,429.9999336302676
2,an743_mesh,500.0,327.9738345828749,430.00014926665744
3,an743_mesh,500.0,491.96075187431234,430.0000595246392
4,an743_mesh,500.0,655.9476691657497,430.0001908363994
5,an743_mesh,500.0,819.9345864571872,430.00013339618306
6,an743_mesh,500.0,983.9215037486246,430.00020218661155
7,an743_mesh,500.0,1147.908421040062,430.0001691474358
8,an743_mesh,500.0,1311.8953383314995,430.00020281797856
9,an743_mesh,500.0,1475.882255622937,430.0001837861595
10,an743_mesh,500.0,1639.8691729143745,430.0001989797231
11,an743_mesh,500.0,1803.856090205812,430.0001875591198
12,an743_mesh,500.0,1967.8430074972496,430.0001934210221
13,an743_mesh,500.0,2131.829924788687,430.0001861997937
14,an743_mesh,500.0,2295.8168420801244,430.00018739774544
15,an743_mesh,500.0,2459.803759371562,430.0001820971563
16,an743_mesh,500.0,2623.7906766629994,430.0001793721577
17,an743_mesh,500.0,2787.777593954437,430.0001701216288
18,an743_mesh,500.0,2951.7645112458745,430.00015219561055
19,an743_mesh,500.0,3115.751428537312,430.0001100117386
20,an743_mesh,500.0,3279.7383458287495,430.00001905387023
21,an743_mesh,500.0,3443.7252631201873,429.9998341232804
22,an743_mesh,500.0,3607.7121804116246,429.9994815332672
23,an743_mesh,500.0,3771.6990977030623,429.9988508035916
24,an743_mesh,500.0,3935.6860149945,429.99778134703826
25,an743_mesh,500.0,4099.672932285937,429.9960572815729
26,an743_mesh,500.0,4263.659849577375,429.9933942105745
27,an743_mesh,500.0,4427.646766868812,429.98943829194576
28,an743_mesh,500.0,4591.633684160249,429.9837566654237
29,an743_mesh,500.0,4755.620601451686,429.9758413623997
30,an743_mesh,500.0,4919.607518743123,429.9651047307219
31,an743_mesh,500.0,5083.59443603456,429.9508877094839
32,an743_mesh,500.0,5247.581353325997,429.93245995713164
33,an743_mesh,500.0,5411.568270617434,429.9090312610393
34,an743_mesh,500.0,5575.555187908872,429.8797551951953
35,an743_mesh,500.0,5739.5421052003085,429.84374217157256
36,an743_mesh,500.0,5903.529022491745,429.8000652016227
37,an743_mesh,500.0,6067.515939783182,429.74777321214003
38,an743_mesh,500.0,6231.50285707462,429.6858976178388
