,Mesh,c half axis (um),Time (years),Core_Mg (ppm)
0,an743_mesh,500.0,0.0,430.0
1,an743_mesh,500.0,763.5475851687848,429.9999336302676
2,an743_mesh,500.0,1527.0951703375697,430.00014926665744
3,an743_mesh,500.0,2290.642755506354,430.0000595246392
4,an743_mesh,500.0,3054.1903406751394,430.0001908363994
5,an743_mesh,500.0,3817.737925843924,430.00013339618306
6,an743_mesh,500.0,4581.285511012708,430.0002021866116
7,an743_mesh,500.0,5344.833096181493,430.0001691474358
8,an743_mesh,500.0,6108.380681350279,430.00020281797856
9,an743_mesh,500.0,6871.928266519064,430.0001837861596
10,an743_mesh,500.0,7635.475851687849,430.0001989797231
11,an743_mesh,500.0,8399.023436856634,430.0001875591198
12,an743_mesh,500.0,9162.571022025419,430.0001934210221
13,an743_mesh,500.0,9926.118607194205,430.00018619979375
14,an743_mesh,500.0,10689.66619236299,430.00018739774555
15,an743_mesh,500.0,11453.213777531775,430.0001820971565
16,an743_mesh,500.0,12216.761362700561,430.0001793721576
17,an743_mesh,500.0,12980.308947869346,430.00017012162897
18,an743_mesh,500.0,13743.856533038132,430.0001521956106
19,an743_mesh,500.0,14507.404118206916,430.0001100117389
20,an743_mesh,500.0,15270.951703375702,430.00001905387023
21,an743_mesh,500.0,16034.499288544486,429.99983412328055
22,an743_mesh,500.0,16798.046873713272,429.99948153326727
23,an743_mesh,500.0,17561.594458882057,429.99885080359167
24,an743_mesh,500.0,18325.142044050845,429.9977813470383
25,an743_mesh,500.0,19088.68962921963,429.9960572815731
26,an743_mesh,500.0,19852.237214388413,429.9933942105747
27,an743_mesh,500.0,20615.784799557197,429.98943829194593
28,an743_mesh,500.0,21379.332384725985,429.98375666542387
29,an743_mesh,500.0,22142.87996989477,429.9758413623998
30,an743_mesh,500.0,22906.427555063554,429.96510473072215
31,an743_mesh,500.0,23669.975140232338,429.95088770948416
32,an743_mesh,500.0,24433.522725401126,429.93245995713175
33,an743_mesh,500.0,25197.07031056991,429.90903126103933
34,an743_mesh,500.0,25960.617895738695,429.87975519519534
35,an743_mesh,500.0,26724.165480907483,429.8437421715728
36,an743_mesh,500.0,27487.713066076267,429.8000652016227
37,an743_mesh,500.0,28251.26065124505,429.74777321214043
38,an743_mesh,500.0,29014.808236413835,429.6858976178388
39,an743_mesh,500.0,29778.355821582623,429.6134648378245
40,an743_mesh,500.0,30541.903406751408,429.52950269254904
41,an743_mesh,500.0,31305.450991920192,429.4330514227963
42,an743_mesh,500.0,32068.998577088976,429.32316926305475
43,an743_mesh,500.0,32832.546162257764,429.1989415965115
44,an743_mesh,500.0,33596.093747426545,429.0594853542291
45,an743_mesh,500.0,34359.64133259533,428.90395619920577
46,an743_mesh,500.0,35123.18891776411,428.7315516284052
47,an743_mesh,500.0,35886.7365029329,428.5415162597061
48,an743_mesh,500.0,36650.28408810169,428.333143669916
49,an743_mesh,500.0,37413.83167327047,428.10577996960615
50,an743_mesh,500.0,38177.37925843926,427.8588245052514
51,an743_mesh,500.0,38940.92684360804,427.5917319637406
52,an743_mesh,500.0,39704.474428776826,427.3040121151727
53,an743_mesh,500.0,40468.022013945614,426.99523070685814
54,an743_mesh,500.0,41231.569599114395,426.6650084390411
55,an743_mesh,500.0,41995.11718428318,426.3130209008965
56,an743_mesh,500.0,42758.66476945197,425.93899696617524
57,an743_mesh,500.0,43522.21235462075,425.5427180014765
58,an743_mesh,500.0,44285.75993978954,425.1240158513548
59,an743_mesh,500.0,45049.30752495833,424.6827715195193
60,an743_mesh,500.0,45812.85511012711,424.21891288956016
61,an743_mesh,500.0,46576.402695295896,423.73241304774416
62,an743_mesh,500.0,47339.950280464676,423.2232878603576
63,an743_mesh,500.0,48103.497865633464,422.6915940756113
64,an743_mesh,500.0,48867.04545080225,422.13742685422835
65,an743_mesh,500.0,49630.59303597103,421.56091775943946
66,an743_mesh,500.0,50394.14062113982,420.9622323152961
67,an743_mesh,500.0,51157.68820630861,420.34156796871343
68,an743_mesh,500.0,51921.23579147739,419.69915173073616
69,an743_mesh,500.0,52684.78337664618,419.0352381733252
70,an743_mesh,500.0,53448.330961814965,418.350107192632
71,an743_mesh,500.0,54211.878546983746,417.644062085635
72,an743_mesh,500.0,54975.426132152534,416.9174274612608
73,an743_mesh,500.0,55738.973717321314,416.17054742775156
74,an743_mesh,500.0,56502.5213024901,415.403783666947
75,an743_mesh,500.0,57266.06888765889,414.61751375199174
76,an743_mesh,500.0,58029.61647282767,413.8121293919188
77,an743_mesh,500.0,58793.16405799646,412.9880348905542
78,an743_mesh,500.0,59556.71164316525,412.1456455623575
79,an743_mesh,500.0,60320.25922833403,411.2853863367393
80,an743_mesh,500.0,61083.806813502815,410.40769034156204
81,an743_mesh,500.0,61847.3543986716,409.5129976521711
82,an743_mesh,500.0,62610.901983840384,408.60175403574317
83,an743_mesh,500.0,63374.44956900917,407.67440984079315
84,an743_mesh,500.0,64137.99715417795,406.73141889339263
85,an743_mesh,500.0,64901.54473934674,405.77323752048255
86,an743_mesh,500.0,65665.09232451553,404.8003235876458
87,an743_mesh,500.0,66428.63990968431,403.81313564796665
88,an743_mesh,500.0,67192.18749485309,402.81213211033474
89,an743_mesh,500.0,67955.73508002188,401.7977705046717
90,an743_mesh,500.0,68719.28266519067,400.77050676950046
91,an743_mesh,500.0,69482.83025035945,399.73079462392724
92,an743_mesh,500.0,70246.37783552823,398.6790849633241
93,an743_mesh,500.0,71009.92542069702,397.6158253283842
94,an743_mesh,500.0,71773.4730058658,396.54145939811866
95,an743_mesh,500.0,72537.02059103458,395.45642654650277
96,an743_mesh,500.0,73300.56817620338,394.36116142250603
97,an743_mesh,500.0,74064.11576137216,393.256093585224
98,an743_mesh,500.0,74827.66334654094,392.1416471612921
99,an743_mesh,500.0,75591.21093170972,391.01824054989186
100,an743_mesh,500.0,76354.75851687852,389.8862861485891
101,an743_mesh,500.0,77118.3061020473,388.7461901201749
102,an743_mesh,500.0,77881.85368721608,387.5983521786819
103,an743_mesh,500.0,78645.40127238487,386.4431654106296
104,an743_mesh,500.0,79408.94885755365,385.2810161136895
105,an743_mesh,500.0,80172.49644272243,384.1122836655229
106,an743_mesh,500.0,80936.04402789123,382.9373404082642
107,an743_mesh,500.0,81699.59161306001,381.7565515587567
108,an743_mesh,500.0,82463.13919822879,380.5702751326874
109,an743_mesh,500.0,83226.68678339758,379.3788618906217
110,an743_mesh,500.0,83990.23436856637,378.1826552962575
111,an743_mesh,500.0,84753.78195373515,376.9819914932227
112,an743_mesh,500.0,85517.32953890394,375.77719929250475
113,an743_mesh,500.0,86280.87712407272,374.5686001755058
114,an743_mesh,500.0,87044.4247092415,373.3565083062515
115,an743_mesh,500.0,87807.9722944103,372.1412305566894
116,an743_mesh,500.0,88571.51987957908,370.92306653978113
117,an743_mesh,500.0,89335.06746474786,369.7023086534841
118,an743_mesh,500.0,90098.61504991665,368.4792421312883
119,an743_mesh,500.0,90862.16263508543,367.2541451017358
120,an743_mesh,500.0,91625.71022025422,366.0272886533766
121,an743_mesh,500.0,92389.257805423,364.79893690705876
122,an743_mesh,500.0,93152.80539059179,363.5693470926509
123,an743_mesh,500.0,93916.35297576057,362.33876963167756
124,an743_mesh,500.0,94679.90056092935,361.10744822349045
125,an743_mesh,500.0,95443.44814609815,359.8756199361305
126,an743_mesh,500.0,96206.99573126693,358.6435152999326
127,an743_mesh,500.0,96970.54331643571,357.4113584047695
128,an743_mesh,500.0,97734.0909016045,356.1793669993416
129,an743_mesh,500.0,98497.63848677328,354.94775259320716
130,an743_mesh,500.0,99261.18607194207,353.71672056024454
131,an743_mesh,500.0,100024.73365711086,352.4864702440907
