,T,Mg_e,XAn_1,XAn_2
0,850.382205107264,340.63395053326946,17.30278232117365,-39.65977118883898
1,1012.3429199940904,308.4091181625815,18.142701531006228,-40.69586448990152
2,974.5091698389695,306.78312867146917,18.943627595347813,-41.24967434164685
3,1036.0532749519004,313.3153362013981,20.776228433070262,-43.4653339311904
4,1036.9345875945528,330.371784029381,15.883499530023274,-35.068001783873406
5,1015.9672249638584,323.413308163946,19.91381039801468,-41.56246335797956
6,1097.3411793369464,319.58500027228126,15.04155947702237,-34.02901384569102
7,1031.9379708485067,312.6570431483407,18.187067007353058,-37.804120165221484
8,1012.7669496329383,309.63342383080374,17.9903348504933,-40.90526173051005
9,1075.7134388530344,324.14789198786116,16.62784943520136,-38.340444346933516
10,885.5167984962463,312.51030126392124,17.234018054522462,-37.91118811372065
11,1039.1635483959324,316.7393786072903,18.533372917376962,-38.32639409648605
12,1085.9244803469567,323.98568725870064,15.732914710957472,-36.39774816007672
13,912.4201903823955,334.4866741458302,18.23604427135309,-40.32246975389467
14,841.5669543238614,336.44381937230634,17.49434546170279,-39.8856887973244
15,1027.976164146166,329.13576147412607,16.09213638393042,-35.82903136666368
16,826.6183793544769,327.52691389158014,18.711021406850353,-40.707488955554844
17,1022.8227470724148,322.7074756753481,18.520569552518005,-37.92637693494895
18,836.7375856219811,339.7432204770595,16.114147712924513,-34.540316745388964
19,827.3944527554955,331.7836122585332,13.57298530056341,-30.631315054781666
20,846.215908491161,320.4840816383607,16.714853086796303,-36.72718489443177
21,1065.5137029256473,325.5650804692043,16.372131643594305,-39.538950671056305
22,861.25563354058,319.47600056599447,16.58868629756017,-38.3474992001311
23,1067.4627094667712,319.010243614905,14.434618117396962,-33.957876848951166
24,1081.2137078241317,322.62828652356376,12.943855745176467,-30.63799139734555
25,1021.7162382264175,314.79321888636173,18.673255149170437,-38.2934733857675
26,1049.4701216108654,317.3408619761098,16.59543077169132,-37.57317411802297
27,1065.3495588166247,317.51131780103753,15.66347605952111,-37.805325224464355
28,944.28064351136,315.07351974635185,14.688114610927679,-36.43166900353856
29,1050.6247973290388,324.64425356662156,15.291400206972423,-33.92966288129611
30,887.7294457921988,337.8591270264091,15.552165668124166,-36.29875248855091
31,1051.2896920499338,320.91611637141415,15.532138028602606,-34.65299367271383
32,949.8453765202179,330.14155112441915,17.849898943747924,-39.558828488603694
33,1059.5225815129966,319.76787895454,13.938849248420938,-34.351599840792964
34,982.2808648169164,310.45231103975243,19.269698004517256,-41.517550762114716
35,1031.5568729505194,318.31834284911395,17.82973361487306,-38.66907181684571
36,1042.7283360335543,322.2108283342276,11.743753879562965,-30.20806676929798
37,1065.324427607892,330.37890480613703,12.223881574671601,-31.525138576879584
38,1029.022238776488,326.9060103783142,16.493524539998912,-38.49202573992293
39,1007.7068104630234,319.93845878762306,18.995432349195244,-38.36044356016125
40,846.6958268176147,326.94432769451214,18.082015701669988,-41.81122725937681
41,880.1080101399023,335.9543546002743,17.628789437551806,-38.31156268890623
42,993.7234539594508,312.3032006160719,17.984740421492173,-38.44366027303042
43,918.0513076067073,315.5506158841973,15.266463828324893,-35.84946870991866
44,1031.9538478080008,318.62774938512496,14.71588531837183,-32.992709810348174
45,959.7989955454971,310.706927873233,19.531211739933497,-40.17254877927161
46,1054.4290498626046,323.45041718221086,14.883207000829373,-34.72642171653465
