,Mesh,c half axis (um),Time (years),Core_Mg (ppm)
0,fsp656_mesh,500.0,0.0,430.0
1,fsp656_mesh,500.0,1382.5419667866497,429.99992597323245
2,fsp656_mesh,500.0,2765.0839335732994,429.99989495531327
3,fsp656_mesh,500.0,4147.625900359949,429.9998717929576
4,fsp656_mesh,500.0,5530.167867146599,429.9998483567647
5,fsp656_mesh,500.0,6912.709833933249,429.99983387350017
6,fsp656_mesh,500.0,8295.2518007199,429.99982361642185
7,fsp656_mesh,500.0,9677.79376750655,429.9998097624671
8,fsp656_mesh,500.0,11060.3357342932,429.9998052851801
9,fsp656_mesh,500.0,12442.87770107985,429.9997928746386
10,fsp656_mesh,500.0,13825.4196678665,429.999786750799
11,fsp656_mesh,500.0,15207.961634653151,429.9997593640188
12,fsp656_mesh,500.0,16590.5036014398,429.99969051174827
13,fsp656_mesh,500.0,17973.04556822645,429.9994713270208
14,fsp656_mesh,500.0,19355.5875350131,429.9988992035178
15,fsp656_mesh,500.0,20738.129501799747,429.997550644151
16,fsp656_mesh,500.0,22120.671468586395,429.9947421817977
17,fsp656_mesh,500.0,23503.213435373043,429.989429544425
18,fsp656_mesh,500.0,24885.75540215969,429.9802039587954
19,fsp656_mesh,500.0,26268.29736894634,429.96526244013495
20,fsp656_mesh,500.0,27650.839335732988,429.94245925758105
21,fsp656_mesh,500.0,29033.381302519636,429.90933826071
22,fsp656_mesh,500.0,30415.923269306284,429.86321855902673
23,fsp656_mesh,500.0,31798.465236092932,429.80125635265057
24,fsp656_mesh,500.0,33181.007202879584,429.7205357962769
25,fsp656_mesh,500.0,34563.54916966623,429.61813226527926
26,fsp656_mesh,500.0,35946.09113645288,429.4911888043823
27,fsp656_mesh,500.0,37328.633103239525,429.33696540211696
28,fsp656_mesh,500.0,38711.17507002618,429.15289312429235
29,fsp656_mesh,500.0,40093.71703681282,428.93660455933974
30,fsp656_mesh,500.0,41476.25900359947,428.6859657147087
31,fsp656_mesh,500.0,42858.80097038612,428.3990889779027
32,fsp656_mesh,500.0,44241.34293717277,428.07434671893776
33,fsp656_mesh,500.0,45623.88490395941,427.71037071051256
34,fsp656_mesh,500.0,47006.426870746065,427.30605246705284
35,fsp656_mesh,500.0,48388.96883753271,426.8605335142218
36,fsp656_mesh,500.0,49771.51080431936,426.37319713195313
37,fsp656_mesh,500.0,51154.05277110601,425.8436532898616
38,fsp656_mesh,500.0,52536.59473789266,425.27172553125183
39,fsp656_mesh,500.0,53919.13670467931,424.6574334846614
40,fsp656_mesh,500.0,55301.678671465954,424.0009776077116
41,fsp656_mesh,500.0,56684.220638252606,423.30272129289824
