,Mesh,c half axis (um),Time (years),Core_Mg (ppm)
0,fsp656_mesh,500.0,0.0,430.0
1,fsp656_mesh,500.0,0.05407548257021796,429.99992597323256
2,fsp656_mesh,500.0,0.10815096514043591,429.99989495531327
3,fsp656_mesh,500.0,0.16222644771065386,429.99987179295766
4,fsp656_mesh,500.0,0.21630193028087183,429.9998483567647
5,fsp656_mesh,500.0,0.2703774128510898,429.9998338735002
6,fsp656_mesh,500.0,0.32445289542130773,429.999823616422
7,fsp656_mesh,500.0,0.37852837799152567,429.99980976246724
8,fsp656_mesh,500.0,0.4326038605617436,429.99980528518023
9,fsp656_mesh,500.0,0.48667934313196154,429.99979287463873
10,fsp656_mesh,500.0,0.5407548257021795,429.99978675079905
11,fsp656_mesh,500.0,0.5948303082723975,429.9997593640188
12,fsp656_mesh,500.0,0.6489057908426155,429.99969051174827
13,fsp656_mesh,500.0,0.7029812734128335,429.9994713270209
14,fsp656_mesh,500.0,0.7570567559830514,429.99889920351785
15,fsp656_mesh,500.0,0.8111322385532694,429.997550644151
16,fsp656_mesh,500.0,0.8652077211234874,429.99474218179773
17,fsp656_mesh,500.0,0.9192832036937054,429.9894295444252
18,fsp656_mesh,500.0,0.9733586862639234,429.9802039587954
19,fsp656_mesh,500.0,1.0274341688341415,429.9652624401351
20,fsp656_mesh,500.0,1.0815096514043594,429.94245925758105
21,fsp656_mesh,500.0,1.1355851339745775,429.9093382607101
22,fsp656_mesh,500.0,1.1896606165447954,429.8632185590267
23,fsp656_mesh,500.0,1.2437360991150135,429.80125635265074
24,fsp656_mesh,500.0,1.2978115816852314,429.7205357962769
25,fsp656_mesh,500.0,1.3518870642554495,429.6181322652793
26,fsp656_mesh,500.0,1.4059625468256673,429.49118880438226
27,fsp656_mesh,500.0,1.4600380293958855,429.33696540211713
28,fsp656_mesh,500.0,1.5141135119661033,429.15289312429223
29,fsp656_mesh,500.0,1.5681889945363214,428.93660455933986
30,fsp656_mesh,500.0,1.6222644771065393,428.68596571470874
31,fsp656_mesh,500.0,1.6763399596767574,428.3990889779028
32,fsp656_mesh,500.0,1.7304154422469753,428.0743467189379
33,fsp656_mesh,500.0,1.7844909248171934,427.7103707105127
34,fsp656_mesh,500.0,1.8385664073874113,427.30605246705295
35,fsp656_mesh,500.0,1.8926418899576294,426.86053351422197
36,fsp656_mesh,500.0,1.9467173725278473,426.37319713195325
37,fsp656_mesh,500.0,2.0007928550980654,425.8436532898617
38,fsp656_mesh,500.0,2.0548683376682835,425.27172553125195
39,fsp656_mesh,500.0,2.108943820238501,424.6574334846617
40,fsp656_mesh,500.0,2.1630193028087192,424.00097760771143
41,fsp656_mesh,500.0,2.2170947853789373,423.30272129289847
42,fsp656_mesh,500.0,2.2711702679491554,422.56317529911036
43,fsp656_mesh,500.0,2.325245750519373,421.7829807310419
44,fsp656_mesh,500.0,2.379321233089591,420.9628942897724
45,fsp656_mesh,500.0,2.4333967156598093,420.10377285049725
46,fsp656_mesh,500.0,2.4874721982300274,419.20656015834265
47,fsp656_mesh,500.0,2.5415476808002455,418.2722733409817
48,fsp656_mesh,500.0,2.595623163370463,417.3019913305507
49,fsp656_mesh,500.0,2.6496986459406813,416.2968433926078
50,fsp656_mesh,500.0,2.7037741285108994,415.25799933214796
51,fsp656_mesh,500.0,2.7578496110811175,414.1866599638183
52,fsp656_mesh,500.0,2.811925093651335,413.08404902553264
53,fsp656_mesh,500.0,2.8660005762215532,411.95140542747805
54,fsp656_mesh,500.0,2.9200760587917713,410.7899767232044
55,fsp656_mesh,500.0,2.9741515413619894,409.6010129338939
56,fsp656_mesh,500.0,3.028227023932207,408.385761393356
57,fsp656_mesh,500.0,3.082302506502425,407.14546193253886
58,fsp656_mesh,500.0,3.1363779890726433,405.881342906738
59,fsp656_mesh,500.0,3.1904534716428614,404.5946175316596
60,fsp656_mesh,500.0,3.244528954213079,403.28648090808827
61,fsp656_mesh,500.0,3.298604436783297,401.9581073170031
62,fsp656_mesh,500.0,3.3526799193535153,400.6106480720919
63,fsp656_mesh,500.0,3.4067554019237334,399.24522960227785
64,fsp656_mesh,500.0,3.460830884493951,397.8629519813646
65,fsp656_mesh,500.0,3.514906367064169,396.464887648607
66,fsp656_mesh,500.0,3.5689818496343872,395.0520804846733
67,fsp656_mesh,500.0,3.6230573322046054,393.62554504262533
68,fsp656_mesh,500.0,3.677132814774823,392.1862660586721
69,fsp656_mesh,500.0,3.731208297345041,390.7351980860579
70,fsp656_mesh,500.0,3.785283779915259,389.2732653468603
71,fsp656_mesh,500.0,3.8393592624854773,387.80136167931215
72,fsp656_mesh,500.0,3.893434745055695,386.3203506527618
73,fsp656_mesh,500.0,3.947510227625913,384.8310657547107
74,fsp656_mesh,500.0,4.001585710196131,383.33431070489695
75,fsp656_mesh,500.0,4.055661192766349,381.83085982186094
76,fsp656_mesh,500.0,4.109736675336567,380.3214584839789
77,fsp656_mesh,500.0,4.1638121579067855,378.806823626836
78,fsp656_mesh,500.0,4.217887640477003,377.28764430908393
79,fsp656_mesh,500.0,4.271963123047221,375.7645823015118
80,fsp656_mesh,500.0,4.3260386056174385,374.2382727240132
81,fsp656_mesh,500.0,4.380114088187657,372.7093246952342
82,fsp656_mesh,500.0,4.434189570757875,371.17832201391957
83,fsp656_mesh,500.0,4.488265053328092,369.64582384460704
84,fsp656_mesh,500.0,4.542340535898311,368.11236542237856
85,fsp656_mesh,500.0,4.5964160184685285,366.57845875546894
86,fsp656_mesh,500.0,4.650491501038746,365.04459333716034
87,fsp656_mesh,500.0,4.704566983608965,363.5112368505714
88,fsp656_mesh,500.0,4.758642466179182,361.97883587526934
89,fsp656_mesh,500.0,4.812717948749401,360.44781658306556
90,fsp656_mesh,500.0,4.866793431319619,358.91858543002024
91,fsp656_mesh,500.0,4.920868913889836,357.3915298349428
92,fsp656_mesh,500.0,4.974944396460055,355.86701884995443
93,fsp656_mesh,500.0,5.0290198790302725,354.3454038156872
94,fsp656_mesh,500.0,5.083095361600491,352.8270190055641
95,fsp656_mesh,500.0,5.137170844170709,351.3121822535169
96,fsp656_mesh,500.0,5.191246326740926,349.80119556872285
97,fsp656_mesh,500.0,5.245321809311145,348.2943457331039
98,fsp656_mesh,500.0,5.2993972918813625,346.791904884504
99,fsp656_mesh,500.0,5.35347277445158,345.29413108236355
100,fsp656_mesh,500.0,5.407548257021799,343.8012688582891
101,fsp656_mesh,500.0,5.461623739592016,342.3135497491747
102,fsp656_mesh,500.0,5.515699222162235,340.83119281486586
103,fsp656_mesh,500.0,5.569774704732453,339.35440513866956
104,fsp656_mesh,500.0,5.62385018730267,337.88338231238396
105,fsp656_mesh,500.0,5.677925669872889,336.41830890464735
106,fsp656_mesh,500.0,5.7320011524431065,334.95935891403
107,fsp656_mesh,500.0,5.786076635013324,333.5066962060482
108,fsp656_mesh,500.0,5.840152117583543,332.060474935324
109,fsp656_mesh,500.0,5.89422760015376,330.6208399523624
110,fsp656_mesh,500.0,5.948303082723979,329.18792719600344
111,fsp656_mesh,500.0,6.0023785652941966,327.76186407124635
112,fsp656_mesh,500.0,6.056454047864414,326.34276981336706
113,fsp656_mesh,500.0,6.110529530434633,324.93075583819336
114,fsp656_mesh,500.0,6.16460501300485,323.5259260793509
115,fsp656_mesh,500.0,6.218680495575068,322.1283773124642
116,fsp656_mesh,500.0,6.272755978145287,320.7381994670389
117,fsp656_mesh,500.0,6.326831460715504,319.3554759260958
118,fsp656_mesh,500.0,6.380906943285723,317.98028381420716
119,fsp656_mesh,500.0,6.4349824258559405,316.6126942740707
120,fsp656_mesh,500.0,6.489057908426158,315.2527727322064
121,fsp656_mesh,500.0,6.543133390996377,313.90057915395363
122,fsp656_mesh,500.0,6.597208873566594,312.5561682882987
123,fsp656_mesh,500.0,6.651284356136812,311.21958990274186
124,fsp656_mesh,500.0,6.705359838707031,309.89088900867984
125,fsp656_mesh,500.0,6.759435321277248,308.57010607753455
126,fsp656_mesh,500.0,6.813510803847467,307.2572772480581
127,fsp656_mesh,500.0,6.867586286417684,305.9524345250572
128,fsp656_mesh,500.0,6.921661768987902,304.65560596992424
129,fsp656_mesh,500.0,6.975737251558121,303.36681588322284
130,fsp656_mesh,500.0,7.029812734128338,302.0860849796842
131,fsp656_mesh,500.0,7.083888216698557,300.8134305558517
132,fsp656_mesh,500.0,7.1379636992687745,299.5488666507076
133,fsp656_mesh,500.0,7.192039181838992,298.29240419950867
134,fsp656_mesh,500.0,7.246114664409211,297.04405118113755
135,fsp656_mesh,500.0,7.300190146979428,295.80381275919103
136,fsp656_mesh,500.0,7.354265629549646,294.57169141708175
137,fsp656_mesh,500.0,7.408341112119865,293.3476870873714
138,fsp656_mesh,500.0,7.462416594690082,292.13179727558236
139,fsp656_mesh,500.0,7.516492077260301,290.92401717869865
140,fsp656_mesh,500.0,7.570567559830518,289.7243397985844
141,fsp656_mesh,500.0,7.624643042400736,288.53275605051175
142,fsp656_mesh,500.0,7.678718524970955,287.34925486701565
143,fsp656_mesh,500.0,7.732794007541172,286.1738232972503
144,fsp656_mesh,500.0,7.78686949011139,285.00644660205006
145,fsp656_mesh,500.0,7.8409449726816085,283.8471083448563
146,fsp656_mesh,500.0,7.895020455251826,282.6957904786969
147,fsp656_mesh,500.0,7.949095937822045,281.5524734293709
148,fsp656_mesh,500.0,8.003171420392261,280.41713617500716
149,fsp656_mesh,500.0,8.057246902962481,279.2897563221395
150,fsp656_mesh,500.0,8.111322385532699,278.17031017845545
151,fsp656_mesh,500.0,8.165397868102916,277.0587728223473
152,fsp656_mesh,500.0,8.219473350673134,275.9551181694129
153,fsp656_mesh,500.0,8.273548833243352,274.859319036024
154,fsp656_mesh,500.0,8.327624315813571,273.7713472000957
155,fsp656_mesh,500.0,8.381699798383789,272.69117345917095
156,fsp656_mesh,500.0,8.435775280954006,271.61876768593623
157,fsp656_mesh,500.0,8.489850763524224,270.5540988812783
158,fsp656_mesh,500.0,8.543926246094442,269.49713522498797
159,fsp656_mesh,500.0,8.598001728664658,268.44784412420876
160,fsp656_mesh,500.0,8.652077211234875,267.406192259732
161,fsp656_mesh,500.0,8.706152693805093,266.3721456302263
162,fsp656_mesh,500.0,8.760228176375309,265.3456695944943
163,fsp656_mesh,500.0,8.814303658945526,264.3267289118381
164,fsp656_mesh,500.0,8.868379141515744,263.3152877806185
165,fsp656_mesh,500.0,8.92245462408596,262.3113098750835
166,fsp656_mesh,500.0,8.976530106656178,261.31475838054286
167,fsp656_mesh,500.0,9.030605589226395,260.3255960269582
168,fsp656_mesh,500.0,9.084681071796611,259.34378512102023
169,fsp656_mesh,500.0,9.138756554366829,258.3692875767762
170,fsp656_mesh,500.0,9.192832036937046,257.40206494487154
171,fsp656_mesh,500.0,9.246907519507262,256.4420784404672
172,fsp656_mesh,500.0,9.30098300207748,255.48928896988693
173,fsp656_mesh,500.0,9.355058484647698,254.543657156055
174,fsp656_mesh,500.0,9.409133967217914,253.60514336277075
175,fsp656_mesh,500.0,9.463209449788131,252.6737077178774
176,fsp656_mesh,500.0,9.517284932358349,251.74931013536732
177,fsp656_mesh,500.0,9.571360414928565,250.83191033647458
178,fsp656_mesh,500.0,9.625435897498782,249.92146786979677
179,fsp656_mesh,500.0,9.679511380069,249.01794213048942
180,fsp656_mesh,500.0,9.733586862639216,248.12129237857286
